Well,Fluor,Target,Content,Sample,Cq,Starting Quantity (SQ),Cq Mean
C03,FAM,PfVarATS,Unkn,2539,40.03504874,NaN,40.03504874
C04,FAM,PfVarATS,Unkn,2540,37.36562899,NaN,37.36562899
C05,FAM,PfVarATS,Unkn,2541,NaN,NaN,0
C06,FAM,PfVarATS,Unkn,2542,39.84622353,NaN,39.84622353
C07,FAM,PfVarATS,Unkn,2543,NaN,NaN,0
C08,FAM,PfVarATS,Unkn,2544,37.81214123,NaN,37.81214123
C09,FAM,PfVarATS,Unkn,2545,NaN,NaN,0
C10,FAM,PfVarATS,Unkn,2546,40.39933175,NaN,40.39933175
C11,FAM,PfVarATS,Unkn,2547,NaN,NaN,0
C12,FAM,PfVarATS,Unkn,2548,NaN,NaN,0
D01,FAM,PfVarATS,Unkn,2549,38.89088407,NaN,38.89088407
D02,FAM,PfVarATS,Unkn,2550,NaN,NaN,0
D03,FAM,PfVarATS,Unkn,2551,NaN,NaN,0
D04,FAM,PfVarATS,Unkn,2552,37.66011515,NaN,37.66011515
D05,FAM,PfVarATS,Unkn,2553,NaN,NaN,0
D06,FAM,PfVarATS,Unkn,2554,NaN,NaN,0
D07,FAM,PfVarATS,Unkn,2555,41.75100168,NaN,41.75100168
D08,FAM,PfVarATS,Unkn,2556,41.64181051,NaN,41.64181051
D09,FAM,PfVarATS,Unkn,2557,NaN,NaN,0
D10,FAM,PfVarATS,Unkn,2558,NaN,NaN,0
D11,FAM,PfVarATS,Unkn,2559,NaN,NaN,0
D12,FAM,PfVarATS,Unkn,2560,NaN,NaN,0
E01,FAM,PfVarATS,Unkn,2561,36.46977929,NaN,36.46977929
E02,FAM,PfVarATS,Unkn,2562,NaN,NaN,0
E03,FAM,PfVarATS,Unkn,2563,NaN,NaN,0
E04,FAM,PfVarATS,Unkn,2564,40.57714919,NaN,40.57714919
E05,FAM,PfVarATS,Unkn,2565,NaN,NaN,0
E06,FAM,PfVarATS,Unkn,2566,NaN,NaN,0
E07,FAM,PfVarATS,Unkn,2567,NaN,NaN,0
E08,FAM,PfVarATS,Unkn,2568,NaN,NaN,0
E09,FAM,PfVarATS,Unkn,2569,NaN,NaN,0
E10,FAM,PfVarATS,Unkn,2570,NaN,NaN,0
E11,FAM,PfVarATS,Unkn,2571,NaN,NaN,0
E12,FAM,PfVarATS,Unkn,2572,41.31457892,NaN,41.31457892
F01,FAM,PfVarATS,Unkn,2573,NaN,NaN,0
F02,FAM,PfVarATS,Unkn,2574,NaN,NaN,0
F03,FAM,PfVarATS,Unkn,2575,NaN,NaN,0
F04,FAM,PfVarATS,Unkn,2576,39.16759745,NaN,39.16759745
F05,FAM,PfVarATS,Unkn,2577,NaN,NaN,0
F06,FAM,PfVarATS,Unkn,2578,NaN,NaN,0
F07,FAM,PfVarATS,Unkn,2579,NaN,NaN,0
F08,FAM,PfVarATS,Unkn,2580,NaN,NaN,0
F09,FAM,PfVarATS,Unkn,2581,38.85035838,NaN,38.85035838
F10,FAM,PfVarATS,Unkn,2582,39.7114002,NaN,39.7114002
F11,FAM,PfVarATS,Unkn,2583,NaN,NaN,0
F12,FAM,PfVarATS,Unkn,2584,NaN,NaN,0
G01,FAM,PfVarATS,Unkn,2585,NaN,NaN,0
G02,FAM,PfVarATS,Unkn,2586,NaN,NaN,0
G03,FAM,PfVarATS,Unkn,2587,NaN,NaN,0
G04,FAM,PfVarATS,Unkn,2588,NaN,NaN,0
G05,FAM,PfVarATS,Unkn,2589,NaN,NaN,0
G06,FAM,PfVarATS,Unkn,2590,NaN,NaN,0
G07,FAM,PfVarATS,Unkn,2591,NaN,NaN,0
G08,FAM,PfVarATS,Unkn,2592,36.35973298,NaN,36.35973298
G09,FAM,PfVarATS,Unkn,2593,40.78676021,NaN,40.78676021
G10,FAM,PfVarATS,Unkn,2594,NaN,NaN,0
G11,FAM,PfVarATS,Unkn,2595,NaN,NaN,0
G12,FAM,PfVarATS,Unkn,2596,39.64334132,NaN,39.64334132
H01,FAM,PfVarATS,Unkn,2597,36.64883176,NaN,36.64883176
H02,FAM,PfVarATS,Unkn,2598,NaN,NaN,0
H03,FAM,PfVarATS,Unkn,2599,NaN,NaN,0
H04,FAM,PfVarATS,Unkn,2600,NaN,NaN,0
H05,FAM,PfVarATS,Unkn,2601,NaN,NaN,0
H06,FAM,PfVarATS,Unkn,1292,NaN,NaN,0
H07,FAM,PfVarATS,Unkn,1293,40.4209949,NaN,40.4209949
H08,FAM,PfVarATS,Unkn,1294,NaN,NaN,0
H09,FAM,PfVarATS,Unkn,1295,37.03547594,NaN,37.03547594
H10,FAM,PfVarATS,Unkn,1296,NaN,NaN,0
A01,FAM,PfVarATS,Unkn,5785,NaN,NaN,0
A02,FAM,PfVarATS,Unkn,5786,NaN,NaN,0
A03,FAM,PfVarATS,Unkn,5787,NaN,NaN,0
A04,FAM,PfVarATS,Unkn,5788,NaN,NaN,0
A05,FAM,PfVarATS,Unkn,5789,NaN,NaN,0
A06,FAM,PfVarATS,Unkn,5790,NaN,NaN,0
A07,FAM,PfVarATS,Unkn,5791,NaN,NaN,0
A08,FAM,PfVarATS,Unkn,5792,NaN,NaN,0
A09,FAM,PfVarATS,Unkn,5793,NaN,NaN,0
A10,FAM,PfVarATS,Unkn,5794,NaN,NaN,0
A11,FAM,PfVarATS,Unkn,5795,NaN,NaN,0
A12,FAM,PfVarATS,Unkn,5796,NaN,NaN,0
B02,FAM,PfVarATS,Unkn,5798,NaN,NaN,0
B03,FAM,PfVarATS,Unkn,5799,NaN,NaN,0
B04,FAM,PfVarATS,Unkn,5800,NaN,NaN,0
B05,FAM,PfVarATS,Unkn,5801,NaN,NaN,0
B08,FAM,PfVarATS,Unkn,5804,NaN,NaN,0
B09,FAM,PfVarATS,Unkn,5805,NaN,NaN,0
B10,FAM,PfVarATS,Unkn,5806,NaN,NaN,0
B11,FAM,PfVarATS,Unkn,5807,NaN,NaN,0
B12,FAM,PfVarATS,Unkn,1594,NaN,NaN,0
C01,FAM,PfVarATS,Unkn,1595,NaN,NaN,0
C02,FAM,PfVarATS,Unkn,1596,NaN,NaN,0
C03,FAM,PfVarATS,Unkn,1597,NaN,NaN,0
C04,FAM,PfVarATS,Unkn,1598,NaN,NaN,0
C05,FAM,PfVarATS,Unkn,1599,NaN,NaN,0
C06,FAM,PfVarATS,Unkn,1600,NaN,NaN,0
C07,FAM,PfVarATS,Unkn,1601,NaN,NaN,0
C09,FAM,PfVarATS,Unkn,1603,NaN,NaN,0
C10,FAM,PfVarATS,Unkn,1604,NaN,NaN,0
C11,FAM,PfVarATS,Unkn,1605,NaN,NaN,0
C12,FAM,PfVarATS,Unkn,1606,NaN,NaN,0
D01,FAM,PfVarATS,Unkn,1607,NaN,NaN,0
D02,FAM,PfVarATS,Unkn,1608,NaN,NaN,0
D03,FAM,PfVarATS,Unkn,1609,NaN,NaN,0
D04,FAM,PfVarATS,Unkn,1610,NaN,NaN,0
D05,FAM,PfVarATS,Unkn,1611,NaN,NaN,0
D06,FAM,PfVarATS,Unkn,1612,NaN,NaN,0
D07,FAM,PfVarATS,Unkn,1613,NaN,NaN,0
D08,FAM,PfVarATS,Unkn,1614,NaN,NaN,0
D09,FAM,PfVarATS,Unkn,1615,NaN,NaN,0
D10,FAM,PfVarATS,Unkn,1616,NaN,NaN,0
D11,FAM,PfVarATS,Unkn,1617,NaN,NaN,0
D12,FAM,PfVarATS,Unkn,1618,NaN,NaN,0
E01,FAM,PfVarATS,Unkn,1619,NaN,NaN,0
E02,FAM,PfVarATS,Unkn,1620,NaN,NaN,0
E03,FAM,PfVarATS,Unkn,1621,38.40443905,NaN,38.40443905
E04,FAM,PfVarATS,Unkn,1622,NaN,NaN,0
E05,FAM,PfVarATS,Unkn,1623,NaN,NaN,0
E06,FAM,PfVarATS,Unkn,1624,NaN,NaN,0
E07,FAM,PfVarATS,Unkn,1625,NaN,NaN,0
E08,FAM,PfVarATS,Unkn,1626,NaN,NaN,0
E09,FAM,PfVarATS,Unkn,1627,NaN,NaN,0
E10,FAM,PfVarATS,Unkn,1628,NaN,NaN,0
E11,FAM,PfVarATS,Unkn,1629,NaN,NaN,0
E12,FAM,PfVarATS,Unkn,1630,NaN,NaN,0
F01,FAM,PfVarATS,Unkn,1631,NaN,NaN,0
F02,FAM,PfVarATS,Unkn,1632,NaN,NaN,0
F03,FAM,PfVarATS,Unkn,1633,NaN,NaN,0
F04,FAM,PfVarATS,Unkn,1634,NaN,NaN,0
F05,FAM,PfVarATS,Unkn,1635,NaN,NaN,0
F07,FAM,PfVarATS,Unkn,1637,NaN,NaN,0
F08,FAM,PfVarATS,Unkn,1638,NaN,NaN,0
F09,FAM,PfVarATS,Unkn,1639,NaN,NaN,0
F10,FAM,PfVarATS,Unkn,1640,NaN,NaN,0
F11,FAM,PfVarATS,Unkn,1641,NaN,NaN,0
F12,FAM,PfVarATS,Unkn,1642,NaN,NaN,0
G01,FAM,PfVarATS,Unkn,1643,NaN,NaN,0
G02,FAM,PfVarATS,Unkn,1644,NaN,NaN,0
G03,FAM,PfVarATS,Unkn,1645,NaN,NaN,0
G06,FAM,PfVarATS,Unkn,1648,NaN,NaN,0
G07,FAM,PfVarATS,Unkn,1649,NaN,NaN,0
G09,FAM,PfVarATS,Unkn,1651,NaN,NaN,0
G11,FAM,PfVarATS,Unkn,1672,NaN,NaN,0
H02,FAM,PfVarATS,Unkn,1675,38.43959836,NaN,38.43959836
H03,FAM,PfVarATS,Unkn,1676,NaN,NaN,0
H04,FAM,PfVarATS,Unkn,1677,NaN,NaN,0
H06,FAM,PfVarATS,Unkn,1679,NaN,NaN,0
H07,FAM,PfVarATS,Unkn,1680,NaN,NaN,0
H10,FAM,PfVarATS,Unkn,1683,NaN,NaN,0
A01,FAM,PfVarATS,Unkn,5504,NaN,NaN,0
A02,FAM,PfVarATS,Unkn,5505,NaN,NaN,0
A03,FAM,PfVarATS,Unkn,5506,NaN,NaN,0
A04,FAM,PfVarATS,Unkn,5507,NaN,NaN,0
A05,FAM,PfVarATS,Unkn,5508,NaN,NaN,0
A06,FAM,PfVarATS,Unkn,5509,NaN,NaN,0
A07,FAM,PfVarATS,Unkn,5510,NaN,NaN,0
A08,FAM,PfVarATS,Unkn,5511,NaN,NaN,0
A09,FAM,PfVarATS,Unkn,5512,NaN,NaN,0
A10,FAM,PfVarATS,Unkn,5513,NaN,NaN,0
A12,FAM,PfVarATS,Unkn,5515,36.32356512,NaN,36.32356512
B01,FAM,PfVarATS,Unkn,5516,39.44785786,NaN,39.44785786
B02,FAM,PfVarATS,Unkn,5517,38.04551466,NaN,38.04551466
B03,FAM,PfVarATS,Unkn,5518,NaN,NaN,0
B04,FAM,PfVarATS,Unkn,5519,NaN,NaN,0
B05,FAM,PfVarATS,Unkn,5520,40.44430463,NaN,40.44430463
B06,FAM,PfVarATS,Unkn,5078,NaN,NaN,0
B08,FAM,PfVarATS,Unkn,5080,NaN,NaN,0
B09,FAM,PfVarATS,Unkn,5081,NaN,NaN,0
B10,FAM,PfVarATS,Unkn,5082,NaN,NaN,0
B11,FAM,PfVarATS,Unkn,5083,NaN,NaN,0
B12,FAM,PfVarATS,Unkn,5084,NaN,NaN,0
C01,FAM,PfVarATS,Unkn,5085,NaN,NaN,0
C02,FAM,PfVarATS,Unkn,5086,NaN,NaN,0
C03,FAM,PfVarATS,Unkn,5087,NaN,NaN,0
C04,FAM,PfVarATS,Unkn,5088,NaN,NaN,0
C05,FAM,PfVarATS,Unkn,5089,NaN,NaN,0
C06,FAM,PfVarATS,Unkn,5090,NaN,NaN,0
C07,FAM,PfVarATS,Unkn,5091,37.59347391,NaN,37.59347391
C08,FAM,PfVarATS,Unkn,5092,NaN,NaN,0
C09,FAM,PfVarATS,Unkn,5093,36.28481787,NaN,36.28481787
C10,FAM,PfVarATS,Unkn,5094,NaN,NaN,0
C11,FAM,PfVarATS,Unkn,5095,37.078413,NaN,37.078413
C12,FAM,PfVarATS,Unkn,5096,NaN,NaN,0
D01,FAM,PfVarATS,Unkn,5097,NaN,NaN,0
D02,FAM,PfVarATS,Unkn,5098,NaN,NaN,0
D03,FAM,PfVarATS,Unkn,5099,36.27475293,NaN,36.27475293
D04,FAM,PfVarATS,Unkn,5100,NaN,NaN,0
D05,FAM,PfVarATS,Unkn,5101,NaN,NaN,0
D06,FAM,PfVarATS,Unkn,5102,NaN,NaN,0
D07,FAM,PfVarATS,Unkn,5103,NaN,NaN,0
D08,FAM,PfVarATS,Unkn,5104,NaN,NaN,0
D09,FAM,PfVarATS,Unkn,5105,36.44099877,NaN,36.44099877
D10,FAM,PfVarATS,Unkn,5106,NaN,NaN,0
E01,FAM,PfVarATS,Unkn,4851,NaN,NaN,0
E02,FAM,PfVarATS,Unkn,4852,36.28189265,NaN,36.28189265
E03,FAM,PfVarATS,Unkn,4861,NaN,NaN,0
E06,FAM,PfVarATS,Unkn,4855,NaN,NaN,0
E07,FAM,PfVarATS,Unkn,4856,36.58118215,NaN,36.58118215
E08,FAM,PfVarATS,Unkn,4857,NaN,NaN,0
E10,FAM,PfVarATS,Unkn,4859,NaN,NaN,0
E11,FAM,PfVarATS,Unkn,4860,NaN,NaN,0
F01,FAM,PfVarATS,Unkn,4863,NaN,NaN,0
F02,FAM,PfVarATS,Unkn,4864,NaN,NaN,0
F03,FAM,PfVarATS,Unkn,4865,38.01660486,NaN,38.01660486
F04,FAM,PfVarATS,Unkn,4866,NaN,NaN,0
F05,FAM,PfVarATS,Unkn,4867,NaN,NaN,0
F06,FAM,PfVarATS,Unkn,4868,NaN,NaN,0
F07,FAM,PfVarATS,Unkn,4869,NaN,NaN,0
F08,FAM,PfVarATS,Unkn,4870,NaN,NaN,0
F09,FAM,PfVarATS,Unkn,4871,NaN,NaN,0
F11,FAM,PfVarATS,Unkn,4873,NaN,NaN,0
F12,FAM,PfVarATS,Unkn,4874,36.71503699,NaN,36.71503699
G01,FAM,PfVarATS,Unkn,4875,37.88751508,NaN,37.88751508
G02,FAM,PfVarATS,Unkn,4876,NaN,NaN,0
G03,FAM,PfVarATS,Unkn,4877,NaN,NaN,0
G04,FAM,PfVarATS,Unkn,4878,NaN,NaN,0
G05,FAM,PfVarATS,Unkn,4879,NaN,NaN,0
G07,FAM,PfVarATS,Unkn,4881,NaN,NaN,0
G08,FAM,PfVarATS,Unkn,4882,NaN,NaN,0
G09,FAM,PfVarATS,Unkn,4883,NaN,NaN,0
G10,FAM,PfVarATS,Unkn,4884,NaN,NaN,0
G11,FAM,PfVarATS,Unkn,4885,38.3067931,NaN,38.3067931
G12,FAM,PfVarATS,Unkn,4886,NaN,NaN,0
H03,FAM,PfVarATS,Unkn,4889,36.61982087,NaN,36.61982087
H05,FAM,PfVarATS,Unkn,4891,NaN,NaN,0
A01,FAM,PfVarATS,Unkn,2835,NaN,NaN,0
A02,FAM,PfVarATS,Unkn,2836,NaN,NaN,0
A03,FAM,PfVarATS,Unkn,2837,NaN,NaN,0
A04,FAM,PfVarATS,Unkn,2838,36.49981948,NaN,36.49981948
A05,FAM,PfVarATS,Unkn,2839,NaN,NaN,0
A06,FAM,PfVarATS,Unkn,2840,38.59738963,NaN,38.59738963
A07,FAM,PfVarATS,Unkn,2841,NaN,NaN,0
A08,FAM,PfVarATS,Unkn,2842,NaN,NaN,0
A09,FAM,PfVarATS,Unkn,2843,NaN,NaN,0
A10,FAM,PfVarATS,Unkn,2844,NaN,NaN,0
A11,FAM,PfVarATS,Unkn,2845,NaN,NaN,0
A12,FAM,PfVarATS,Unkn,2846,NaN,NaN,0
B01,FAM,PfVarATS,Unkn,2847,39.91052466,NaN,39.91052466
B02,FAM,PfVarATS,Unkn,2848,NaN,NaN,0
B03,FAM,PfVarATS,Unkn,2849,NaN,NaN,0
B05,FAM,PfVarATS,Unkn,2851,39.44827578,NaN,39.44827578
B06,FAM,PfVarATS,Unkn,2852,NaN,NaN,0
B07,FAM,PfVarATS,Unkn,2853,NaN,NaN,0
B08,FAM,PfVarATS,Unkn,2854,NaN,NaN,0
B09,FAM,PfVarATS,Unkn,2855,NaN,NaN,0
B11,FAM,PfVarATS,Unkn,2857,38.94507249,NaN,38.94507249
B12,FAM,PfVarATS,Unkn,2858,NaN,NaN,0
C01,FAM,PfVarATS,Unkn,2859,NaN,NaN,0
C02,FAM,PfVarATS,Unkn,2860,NaN,NaN,0
C03,FAM,PfVarATS,Unkn,2861,NaN,NaN,0
C04,FAM,PfVarATS,Unkn,2862,NaN,NaN,0
C05,FAM,PfVarATS,Unkn,2863,NaN,NaN,0
C06,FAM,PfVarATS,Unkn,2864,38.57153309,NaN,38.57153309
C07,FAM,PfVarATS,Unkn,2865,NaN,NaN,0
C08,FAM,PfVarATS,Unkn,2866,NaN,NaN,0
C09,FAM,PfVarATS,Unkn,2867,NaN,NaN,0
C10,FAM,PfVarATS,Unkn,2867,NaN,NaN,0
C11,FAM,PfVarATS,Unkn,2868,40.2489799,NaN,40.2489799
C12,FAM,PfVarATS,Unkn,2870,NaN,NaN,0
D01,FAM,PfVarATS,Unkn,2871,NaN,NaN,0
D02,FAM,PfVarATS,Unkn,2872,NaN,NaN,0
D03,FAM,PfVarATS,Unkn,2873,NaN,NaN,0
D04,FAM,PfVarATS,Unkn,2874,NaN,NaN,0
D05,FAM,PfVarATS,Unkn,2875,NaN,NaN,0
D06,FAM,PfVarATS,Unkn,2876,NaN,NaN,0
D07,FAM,PfVarATS,Unkn,2877,NaN,NaN,0
D08,FAM,PfVarATS,Unkn,2878,NaN,NaN,0
D09,FAM,PfVarATS,Unkn,2879,NaN,NaN,0
D10,FAM,PfVarATS,Unkn,2880,NaN,NaN,0
D12,FAM,PfVarATS,Unkn,2882,39.12264726,NaN,39.12264726
E02,FAM,PfVarATS,Unkn,2884,38.60144671,NaN,38.60144671
E03,FAM,PfVarATS,Unkn,2885,NaN,NaN,0
E04,FAM,PfVarATS,Unkn,2886,NaN,NaN,0
E05,FAM,PfVarATS,Unkn,2887,NaN,NaN,0
E06,FAM,PfVarATS,Unkn,2888,NaN,NaN,0
E07,FAM,PfVarATS,Unkn,2889,NaN,NaN,0
E08,FAM,PfVarATS,Unkn,2890,NaN,NaN,0
E09,FAM,PfVarATS,Unkn,2891,NaN,NaN,0
E10,FAM,PfVarATS,Unkn,2892,43.35397262,NaN,43.35397262
E11,FAM,PfVarATS,Unkn,2893,NaN,NaN,0
E12,FAM,PfVarATS,Unkn,2894,NaN,NaN,0
F01,FAM,PfVarATS,Unkn,2895,NaN,NaN,0
F02,FAM,PfVarATS,Unkn,2896,NaN,NaN,0
F03,FAM,PfVarATS,Unkn,2897,NaN,NaN,0
F04,FAM,PfVarATS,Unkn,2898,NaN,NaN,0
F06,FAM,PfVarATS,Unkn,2900,NaN,NaN,0
F07,FAM,PfVarATS,Unkn,2901,NaN,NaN,0
F08,FAM,PfVarATS,Unkn,2902,NaN,NaN,0
F09,FAM,PfVarATS,Unkn,2903,NaN,NaN,0
F10,FAM,PfVarATS,Unkn,2904,NaN,NaN,0
F11,FAM,PfVarATS,Unkn,2905,NaN,NaN,0
F12,FAM,PfVarATS,Unkn,2906,NaN,NaN,0
G01,FAM,PfVarATS,Unkn,2907,NaN,NaN,0
G02,FAM,PfVarATS,Unkn,2908,NaN,NaN,0
G03,FAM,PfVarATS,Unkn,2909,NaN,NaN,0
G04,FAM,PfVarATS,Unkn,2910,39.19832063,NaN,39.19832063
G05,FAM,PfVarATS,Unkn,771,NaN,NaN,0
G06,FAM,PfVarATS,Unkn,772,NaN,NaN,0
G07,FAM,PfVarATS,Unkn,773,39.27135514,NaN,39.27135514
G08,FAM,PfVarATS,Unkn,774,NaN,NaN,0
G09,FAM,PfVarATS,Unkn,775,NaN,NaN,0
G10,FAM,PfVarATS,Unkn,776,NaN,NaN,0
G11,FAM,PfVarATS,Unkn,777,NaN,NaN,0
G12,FAM,PfVarATS,Unkn,778,NaN,NaN,0
H01,FAM,PfVarATS,Unkn,779,39.45713588,NaN,39.45713588
H02,FAM,PfVarATS,Unkn,780,NaN,NaN,0
H04,FAM,PfVarATS,Unkn,784,NaN,NaN,0
H05,FAM,PfVarATS,Unkn,785,NaN,NaN,0
H06,FAM,PfVarATS,Unkn,786,NaN,NaN,0
A01,FAM,PfVarATS,Unkn,2336,NaN,NaN,0
A02,FAM,PfVarATS,Unkn,2337,NaN,NaN,0
A03,FAM,PfVarATS,Unkn,2338,NaN,NaN,0
A04,FAM,PfVarATS,Unkn,2339,36.08833066,NaN,36.08833066
A05,FAM,PfVarATS,Unkn,2340,NaN,NaN,0
A06,FAM,PfVarATS,Unkn,2341,NaN,NaN,0
A07,FAM,PfVarATS,Unkn,2342,NaN,NaN,0
A08,FAM,PfVarATS,Unkn,2343,NaN,NaN,0
A09,FAM,PfVarATS,Unkn,2344,NaN,NaN,0
A10,FAM,PfVarATS,Unkn,2345,NaN,NaN,0
A11,FAM,PfVarATS,Unkn,2346,NaN,NaN,0
A12,FAM,PfVarATS,Unkn,2347,NaN,NaN,0
B01,FAM,PfVarATS,Unkn,2348,NaN,NaN,0
B02,FAM,PfVarATS,Unkn,2349,NaN,NaN,0
B03,FAM,PfVarATS,Unkn,2350,NaN,NaN,0
B04,FAM,PfVarATS,Unkn,2351,NaN,NaN,0
B05,FAM,PfVarATS,Unkn,2352,NaN,NaN,0
B06,FAM,PfVarATS,Unkn,2353,NaN,NaN,0
B07,FAM,PfVarATS,Unkn,2354,40.7653977,NaN,40.7653977
B08,FAM,PfVarATS,Unkn,2355,NaN,NaN,0
B09,FAM,PfVarATS,Unkn,2356,38.58771774,NaN,38.58771774
B10,FAM,PfVarATS,Unkn,2357,NaN,NaN,0
B11,FAM,PfVarATS,Unkn,2358,NaN,NaN,0
B12,FAM,PfVarATS,Unkn,2359,NaN,NaN,0
C01,FAM,PfVarATS,Unkn,2360,NaN,NaN,0
C02,FAM,PfVarATS,Unkn,2361,NaN,NaN,0
C03,FAM,PfVarATS,Unkn,2362,NaN,NaN,0
C04,FAM,PfVarATS,Unkn,2363,NaN,NaN,0
C05,FAM,PfVarATS,Unkn,2364,NaN,NaN,0
C06,FAM,PfVarATS,Unkn,2365,NaN,NaN,0
C07,FAM,PfVarATS,Unkn,2366,NaN,NaN,0
C08,FAM,PfVarATS,Unkn,2367,NaN,NaN,0
C10,FAM,PfVarATS,Unkn,2369,NaN,NaN,0
C11,FAM,PfVarATS,Unkn,2370,NaN,NaN,0
C12,FAM,PfVarATS,Unkn,1892,NaN,NaN,0
D01,FAM,PfVarATS,Unkn,1893,NaN,NaN,0
D02,FAM,PfVarATS,Unkn,1894,NaN,NaN,0
D03,FAM,PfVarATS,Unkn,1895,NaN,NaN,0
D04,FAM,PfVarATS,Unkn,1896,NaN,NaN,0
D05,FAM,PfVarATS,Unkn,1897,NaN,NaN,0
D06,FAM,PfVarATS,Unkn,1898,NaN,NaN,0
D07,FAM,PfVarATS,Unkn,1899,NaN,NaN,0
D08,FAM,PfVarATS,Unkn,1900,NaN,NaN,0
D09,FAM,PfVarATS,Unkn,1901,39.14680485,NaN,39.14680485
D10,FAM,PfVarATS,Unkn,1902,36.72343016,NaN,36.72343016
D11,FAM,PfVarATS,Unkn,1903,NaN,NaN,0
E01,FAM,PfVarATS,Unkn,1905,NaN,NaN,0
E02,FAM,PfVarATS,Unkn,1906,NaN,NaN,0
E03,FAM,PfVarATS,Unkn,1907,NaN,NaN,0
E04,FAM,PfVarATS,Unkn,1908,NaN,NaN,0
E05,FAM,PfVarATS,Unkn,1909,NaN,NaN,0
E06,FAM,PfVarATS,Unkn,1910,NaN,NaN,0
E07,FAM,PfVarATS,Unkn,1911,NaN,NaN,0
E08,FAM,PfVarATS,Unkn,1912,NaN,NaN,0
E09,FAM,PfVarATS,Unkn,1913,NaN,NaN,0
E10,FAM,PfVarATS,Unkn,1914,NaN,NaN,0
E12,FAM,PfVarATS,Unkn,1916,NaN,NaN,0
F01,FAM,PfVarATS,Unkn,1917,NaN,NaN,0
F02,FAM,PfVarATS,Unkn,1919,NaN,NaN,0
F03,FAM,PfVarATS,Unkn,1918,40.21055456,NaN,40.21055456
F04,FAM,PfVarATS,Unkn,1920,NaN,NaN,0
F05,FAM,PfVarATS,Unkn,1921,NaN,NaN,0
F06,FAM,PfVarATS,Unkn,1922,38.34177479,NaN,38.34177479
F07,FAM,PfVarATS,Unkn,1923,NaN,NaN,0
F08,FAM,PfVarATS,Unkn,1924,39.69273984,NaN,39.69273984
F09,FAM,PfVarATS,Unkn,1925,NaN,NaN,0
F10,FAM,PfVarATS,Unkn,1926,NaN,NaN,0
F11,FAM,PfVarATS,Unkn,1927,NaN,NaN,0
F12,FAM,PfVarATS,Unkn,1928,NaN,NaN,0
G01,FAM,PfVarATS,Unkn,1929,NaN,NaN,0
G02,FAM,PfVarATS,Unkn,1930,NaN,NaN,0
G03,FAM,PfVarATS,Unkn,1931,NaN,NaN,0
G04,FAM,PfVarATS,Unkn,1932,NaN,NaN,0
G05,FAM,PfVarATS,Unkn,1933,NaN,NaN,0
G06,FAM,PfVarATS,Unkn,1934,NaN,NaN,0
G07,FAM,PfVarATS,Unkn,1935,42.1947666,NaN,42.1947666
G09,FAM,PfVarATS,Unkn,1937,NaN,NaN,0
G10,FAM,PfVarATS,Unkn,1938,39.37095677,NaN,39.37095677
G11,FAM,PfVarATS,Unkn,1939,43.96992367,NaN,43.96992367
G12,FAM,PfVarATS,Unkn,1940,NaN,NaN,0
H01,FAM,PfVarATS,Unkn,1941,NaN,NaN,0
H02,FAM,PfVarATS,Unkn,1942,41.72297078,NaN,41.72297078
H03,FAM,PfVarATS,Unkn,1943,NaN,NaN,0
H04,FAM,PfVarATS,Unkn,1944,NaN,NaN,0
H05,FAM,PfVarATS,Unkn,1945,NaN,NaN,0
H06,FAM,PfVarATS,Unkn,1946,NaN,NaN,0
H07,FAM,PfVarATS,Unkn,1947,39.74620807,NaN,39.74620807
H08,FAM,PfVarATS,Unkn,1948,NaN,NaN,0
H09,FAM,PfVarATS,Unkn,1949,37.04408834,NaN,37.04408834
H10,FAM,PfVarATS,Unkn,1950,NaN,NaN,0
A02,FAM,PfVarATS,Unkn,1685,36.70268724,NaN,36.70268724
A05,FAM,PfVarATS,Unkn,1688,36.05028377,NaN,36.05028377
A07,FAM,PfVarATS,Unkn,1690,NaN,NaN,0
A08,FAM,PfVarATS,Unkn,1691,37.37988121,NaN,37.37988121
A09,FAM,PfVarATS,Unkn,1692,NaN,NaN,0
A10,FAM,PfVarATS,Unkn,1693,39.77477081,NaN,39.77477081
A11,FAM,PfVarATS,Unkn,1694,38.37822219,NaN,38.37822219
A12,FAM,PfVarATS,Unkn,1695,NaN,NaN,0
B01,FAM,PfVarATS,Unkn,1696,NaN,NaN,0
B02,FAM,PfVarATS,Unkn,1697,NaN,NaN,0
B03,FAM,PfVarATS,Unkn,1698,NaN,NaN,0
B04,FAM,PfVarATS,Unkn,1699,NaN,NaN,0
B05,FAM,PfVarATS,Unkn,1700,NaN,NaN,0
B06,FAM,PfVarATS,Unkn,1701,NaN,NaN,0
B07,FAM,PfVarATS,Unkn,1702,NaN,NaN,0
B08,FAM,PfVarATS,Unkn,1703,NaN,NaN,0
B09,FAM,PfVarATS,Unkn,1704,38.25545153,NaN,38.25545153
B10,FAM,PfVarATS,Unkn,1705,36.8986961,NaN,36.8986961
B11,FAM,PfVarATS,Unkn,1706,NaN,NaN,0
B12,FAM,PfVarATS,Unkn,1707,NaN,NaN,0
C01,FAM,PfVarATS,Unkn,1708,NaN,NaN,0
C02,FAM,PfVarATS,Unkn,1709,36.02218043,NaN,36.02218043
C03,FAM,PfVarATS,Unkn,1710,NaN,NaN,0
C06,FAM,PfVarATS,Unkn,2271,NaN,NaN,0
